date,time,name,chat,Flirt_Label
04/01/2024,05:25 am,Ali,"Keep shining, you're breathtaking",1
04/01/2024,05:30 am,You,You + I = trouble but the good kind,1
04/01/2024,05:35 am,Crush,That picture you sent... wow 😍,1
04/01/2024,05:40 am,Ali,Grocery list is on fridge,0
04/01/2024,05:45 am,Sara,TV remote batteries dead,0
04/01/2024,05:50 am,Ali,You make time disappear,1
04/01/2024,05:55 am,Sara,WiFi is down again,0
04/01/2024,06:00 am,You,Come closer next time we meet 😉,1
04/01/2024,06:05 am,Sara,You make my heart do that flip thing,1
04/01/2024,06:10 am,You,Street cleaning tomorrow morning,0
04/01/2024,06:15 am,Crush,You make boring days exciting,1
04/01/2024,06:20 am,Sara,How's work going today?,0
04/01/2024,06:25 am,Ali,Let's write our own love story,1
04/01/2024,06:30 am,Crush,Dinner reservations confirmed,0
04/01/2024,06:35 am,Crush,That was the hottest message ever 🔥,1
04/01/2024,06:40 am,Sara,"You're my weakness, don't tell anyone",1
04/01/2024,06:45 am,Ali,Invoice sent to your email,0
04/01/2024,06:50 am,You,Do you believe in love at first text?,1
04/01/2024,06:55 am,Sara,Weather forecast says rain,0
04/01/2024,07:00 am,Crush,Parking permit expires soon,0
04/01/2024,07:05 am,Sara,You're my favorite kind of chaos,1
04/01/2024,07:10 am,Crush,That was the hottest message ever 🔥,1
04/01/2024,07:15 am,Sara,I want all your attention tonight,1
04/01/2024,07:20 am,Sara,I want all your attention tonight,1
04/01/2024,07:25 am,Sara,Do you believe in love at first text?,1
04/01/2024,07:30 am,Crush,Traffic is terrible today,0
04/01/2024,07:35 am,You,You looked amazing today 😍,1
04/01/2024,07:40 am,Sara,You make my heart do that flip thing,1
04/01/2024,07:45 am,You,I'm jealous of anyone who gets your time,1
04/01/2024,07:50 am,Sara,Delivery window 2-4pm,0
04/01/2024,07:55 am,Crush,Traffic is terrible today,0
04/01/2024,08:00 am,You,You're trouble and I like it,1
04/01/2024,08:05 am,Crush,Car needs an oil change,0
04/01/2024,08:10 am,Sara,I'd choose messy hair with you over perfection,1
04/01/2024,08:15 am,Sara,Missed video call,0
04/01/2024,08:20 am,Ali,I want to be your favorite hello,1
04/01/2024,08:25 am,Sara,Group call in 10 minutes,0
04/01/2024,08:30 am,Crush,I save all your messages to reread later,1
04/01/2024,08:35 am,Crush,Package tracking updated,0
04/01/2024,08:40 am,Ali,Lowkey have a crush on you,1
04/01/2024,08:45 am,You,Tonight feels empty without you,1
04/01/2024,08:50 am,Ali,Your eyes tell better stories than words,1
04/01/2024,08:55 am,You,Delivery window 2-4pm,0
04/01/2024,09:00 am,Crush,I'm heading to the gym now,0
04/01/2024,09:05 am,Ali,Your presence = instant happiness,1
04/01/2024,09:10 am,Crush,You make my heart do that flip thing,1
04/01/2024,09:15 am,Crush,You + me = perfect chemistry,1
04/01/2024,09:20 am,Ali,I'd travel anywhere just to see you,1
04/01/2024,09:25 am,Sara,Group project meeting tomorrow,0
04/01/2024,09:30 am,Sara,I'd fight the world for one smile from you,1
04/01/2024,09:35 am,Crush,What are you doing tonight?,0
04/01/2024,09:40 am,Crush,Why are you so perfect? 😌,1
04/01/2024,09:45 am,Crush,Car insurance payment due,0
04/01/2024,09:50 am,Sara,Package delivered to your door,0
04/01/2024,09:55 am,Sara,"Be mine, at least for tonight",1
04/01/2024,10:00 am,You,<Media omitted>,0
04/01/2024,10:05 am,Ali,I kinda like you more than I should,1
04/01/2024,10:10 am,You,This message was deleted,0
04/01/2024,10:15 am,Crush,You + I = trouble but the good kind,1
04/01/2024,10:20 am,Ali,You're too cute for your own good 😏,1
04/01/2024,10:25 am,Sara,You're stuck in my head rent-free,1
04/01/2024,10:30 am,Sara,Rent payment confirmed,0
04/01/2024,10:35 am,Sara,You make my day better every time,1
04/01/2024,10:40 am,Ali,What are you doing tonight?,0
04/01/2024,10:45 am,Sara,Miss your face already 🥺,1
04/01/2024,10:50 am,Ali,Your voice is kinda addictive,1
04/01/2024,10:55 am,Ali,Team building event Friday,0
04/01/2024,11:00 am,You,Street cleaning tomorrow morning,0
04/01/2024,11:05 am,Crush,"Battery dying, talk later",0
04/01/2024,11:10 am,Ali,Water the plants before you leave,0
04/01/2024,11:15 am,Sara,Let's skip work and run away together,1
